% start	end	CellId	IMSI	RNTI	LCID	nTxPDUs	TxBytes	nRxPDUs	RxBytes	delay	stdDev	min	max	PduSize	stdDev	min	max
0	300	1	1	12	3	89988	15987868	89988	15987868	0.003	0	0.003	0.003	177.667	16.3979	141	185	
0	300	1	2	18	3	134982	16077856	134982	16077856	0.003	0	0.003	0.003	119.111	39.2839	8	133	
0	300	1	3	17	3	209972	16227836	209972	16227836	0.003	0	0.003	0.003	77.2857	6.18096	55	79	
0	300	1	4	11	3	269964	16347820	269963	16347767	0.003	0	0.003	0.003	60.5556	1.83244	53	61	
0	300	1	5	4	3	299959	15597626	299957	15597482	0.003	0	0.003	0.003	51.9991	14.9999	45	97	
0	300	1	6	14	3	299959	10648259	299957	10648160	0.003	0	0.003	0.003	35.499	10.4996	30	67	
0	300	1	7	2	3	299959	10648259	299957	10648160	0.003	0	0.003	0.003	35.499	10.4996	30	67	
0	300	1	8	13	3	299959	7408675	299957	7408604	0.003	0	0.003	0.003	24.6989	8.09865	20	49	
0	300	1	9	1	3	299959	5008542	299957	5008495	0.003	0	0.003	0.003	16.6974	5.10097	14	32	
0	300	1	10	3	3	299959	5008542	299957	5008495	0.003	0	0.003	0.003	16.6974	5.10097	14	32	
