% start	end	CellId	IMSI	RNTI	LCID	nTxPDUs	TxBytes	nRxPDUs	RxBytes	delay	stdDev	min	max	PduSize	stdDev	min	max
0	300	1	1	12	3	89988	15987868	89988	15987868	0.003	0	0.003	0.003	177.667	16.3979	141	185	
0	300	1	2	18	3	89988	15987868	89988	15987868	0.003	0	0.003	0.003	177.667	16.3979	141	185	
0	300	1	3	17	3	89988	15987868	89988	15987868	0.003	0	0.003	0.003	177.667	16.3979	141	185	
0	300	1	4	11	3	89988	15987868	89988	15987868	0.003	0	0.003	0.003	177.667	16.3979	141	185	
0	300	1	5	4	3	89988	15987868	89988	15987868	0.003	0	0.003	0.003	177.667	16.3979	141	185	
0	300	1	6	14	3	89988	15987868	89988	15987868	0.003	0	0.003	0.003	177.667	16.3979	141	185	
0	300	1	7	2	3	89988	15987868	89988	15987868	0.003	0	0.003	0.003	177.667	16.3979	141	185	
0	300	1	8	13	3	89988	15987868	89988	15987868	0.003	0	0.003	0.003	177.667	16.3979	141	185	
0	300	1	9	1	3	89988	15987868	89988	15987868	0.003	0	0.003	0.003	177.667	16.3979	141	185	
0	300	1	10	3	3	89988	15987868	89988	15987868	0.003	0	0.003	0.003	177.667	16.3979	141	185	
