% start	end	CellId	IMSI	RNTI	LCID	nTxPDUs	TxBytes	nRxPDUs	RxBytes	delay	stdDev	min	max	PduSize	stdDev	min	max
0	300	1	1	12	3	7242	15842267	7242	15842267	0.003	0	0.003	0.003	2187.55	26.8211	1056	2196	
0	300	1	2	18	3	9319	15095512	9319	15095512	0.003	0	0.003	0.003	1619.86	8.32519	1056	1620	
0	300	1	3	17	3	14707	14220946	14707	14220946	0.003	0	0.003	0.003	966.951	5.72281	273	967	
0	300	1	4	11	3	17999	13949181	17999	13949181	0.003	0	0.003	0.003	774.998	0.0493836	774	775	
0	300	1	5	4	3	22922	13684318	22922	13684318	0.003	0	0.003	0.003	596.995	0.0709595	596	597	
0	300	1	6	14	3	31897	13428552	31897	13428552	0.003	0	0.003	0.003	420.997	0.0515539	420	421	
0	300	1	7	2	3	31897	13428552	31897	13428552	0.003	0	0.003	0.003	420.997	0.0515539	420	421	
0	300	1	8	13	3	42931	13265591	42931	13265591	0.003	0	0.003	0.003	308.998	0.0452288	308	309	
0	300	1	9	1	3	60523	13133491	60522	13133274	0.003	0	0.003	0.003	217	0	217	217	
0	300	1	10	3	3	60522	13133274	60521	13133057	0.003	0	0.003	0.003	217	0	217	217	
